title,uuid,disclaimerBadge,popular_uuid,opening_hous
有利脆皮豬 汐止店,0e59d418-f0e6-5a1b-84c7-c104a7ca1e83,{'text': '<span>[本店免開統一發票] (食品業者登錄字號：F-200066134-00001-5 / 公司名稱：有利脆皮豬 汐止店)</span>'},"['2ed093e1-aa90-4c74-a3c0-80bfe9c02cf5', '3a52a3f7-144e-43a4-aa52-827277b24cc2', '532b59cc-49ae-4674-8976-8838786db140']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:0', 'closes': '20:0'}]"
6號鍋燒舖,dd80fd95-6a96-54b6-a1cc-7ebb56214aab,{'text': '<span>[本店免開統一發票] (食品業者登錄字號：M-200176166-00000-8 / 公司名稱：6號鍋燒舖)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '17:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '0:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '0:0', 'closes': '1:0'}]"
日出茶太 基隆百福店,638de5e8-ccdf-47be-8c49-02ebe7bd6280,{'text': '<span>[本店開立紙本發票] (食品業者登錄字號：C-180671769-00178-0 / 公司名稱：智弘飲料店 / 統一編號：82215079)</span>'},"['ad5b0c27-4ef2-5105-8496-aa0945074398', '62f8446b-8e93-5d7a-a20d-17677cff3b89', '115a95b0-f342-52f0-9791-8c6aa2075c92', 'b477651e-3951-5f03-8184-719d28cced19', 'a814d8ea-35a4-46da-9a47-319d8bb0017b']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '21:0'}]"
萊爾富4433高市鼎盛店,566e55c4-38b0-487c-af25-b67e27ae37e4,{'text': '<span>[本店開立紙本發票] 本商家肉品原產地資訊標示於餐點描述中 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (食品業者登錄字號：E-123285582-94296-7 / 公司名稱：萊爾富國際股份有限公司第四四三三分公司 / 統一編號：51832409)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]"
家樂福超市 員林博愛店,9650a233-032e-42c9-b0a7-9f3bd0cd9504,{'text': '<span>[本店開立紙本發票] 本店販售之豬肉產地皆為台灣；牛肉產地除和牛漢堡排為日本及紐西蘭外皆標示於品名中。(上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (食品業者登錄字號：A-122662550-00000-6 / 公司名稱：惠康百貨股份有限公司員林二分公司 / 統一編號：96971186)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]"
府中弄湯 食膳坊,5516a91f-0914-425c-9638-976b845db573,{'text': '<span>[本店開立紙本發票] 本店使用豬肉原產地/台灣  牛肉原產地/澳洲 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：府中弄湯有限公司 / 統一編號：83299619)</span>'},"['db76f139-a2e2-5ce3-b06c-6d0e715a8a0e', '92373f6b-e160-5267-ae1a-eb56e2e6b3a2', '5107f51a-3302-5016-a89a-2049c3f967cb']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '20:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '20:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '20:50'}]"
ㄚ興炒飯,70295bcd-a932-503a-8a60-9fa4d76a52c9,{'text': '<span>[本店免開統一發票] 本店牛肉來源:台灣/豬肉:台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (食品業者登錄字號：U-200214960-00000-1 / 公司名稱：ㄚ興炒飯)</span>'},"['b043efcd-21cf-4313-9a17-176efd2c62e6', '54cd26a7-89cf-4f1b-8f52-7c6cc0ab6b1a', '9dc2075d-0bb6-456c-a7c9-8ac0fbcb9b28', 'a8591392-ad61-44c2-bec0-57eb51508f40', '2759ec2f-f8c2-43f0-ab57-7088a14fdcf4', '238aa13c-4320-40a9-a747-54b004d3f1ac', '34a4cff0-7e67-4173-9a7e-fc12b47b0c6e']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '18:0', 'closes': '1:30'}]"
Louisa 路易莎 草屯中正門市,b1b96bef-ab70-53fb-ad7f-fbf8272f7362,{'text': '<span>[本店開立紙本發票] (食品業者登錄字號：B-124693586-00620-0 / 公司名稱：雄霸咖啡館 / 統一編號：87271417)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '17:40'}]"
曼谷小館 大竹店,964d5270-d8d9-5af3-af68-bb997e022dad,{'text': '<span>[本店免開統一發票] 本店牛肉來源:澳洲/豬肉:台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：曼谷小館 大竹店 / 統一編號：72729697)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '20:0'}]"
饗蔬職人(勤美店),f6abf972-5e7c-419a-a7cf-c2589cbbf653,{'text': '<span>[本店免開統一發票] 本商家所提供的商品沒有含有任何依法規應揭露之肉類食材 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (食品業者登錄字號：B-200139625-00000-6 / 公司名稱：饗蔬達人商行)</span>'},"['559a682e-545d-4ea6-a1a8-5ed6e9d3020d', 'fc5b7694-a3ea-48cb-b2d2-a5762d67aa82', '0fc03253-2f87-491e-9678-03f6b5684870', '5243fa74-32dd-4fd9-a673-f0200d3a08c1', '11a189d9-8762-462c-a27d-909daa9a4052', '9795c9df-d8af-49ba-818b-0e31d840d762', 'aacb9569-32b0-4551-9a52-9aa3001248ad', 'dd5f04e8-2184-4aa5-9102-e274fc9841f2']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '20:0'}]"
老賴茶棧 高雄鳳曹店,1bf98326-6e8f-5b8f-917f-a26dbdf214f5,{'text': '<span>[本店免開統一發票] (公司名稱：永健飲料行 / 統一編號：93316166)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:30'}]"
九湯屋日本拉麵 光遠店,67351cd4-3ec7-48e0-ad46-8a5407d1dfcf,{'text': '<span>[本店免開統一發票] 本店使用豬肉原產地（國）：台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：豚神拉麵)</span>'},"['a366fcc0-a010-561a-90c4-b96efc25cde7', '02dee4f4-14f1-5a10-a7ab-25449dd12275', '045cc28c-392d-5fcf-a543-c788f9e12f84', 'e83f122d-6616-51fb-8805-6b439e065388', 'd29653a9-b1ed-5c73-8f14-6f95086c75b1']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '13:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '17:0', 'closes': '20:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '20:55'}]"
阿汝冰品甜湯店,991c7773-2d52-5bd6-95b8-481eda88cd68,{'text': '<span>[本店免開統一發票] (公司名稱：阿汝冰品甜湯店)</span>'},"['d219ecd7-8e5a-488b-9691-8ded487f0cc7', 'e0c7f6c6-e2c2-4b01-a947-f09edc1cc54a']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '14:0', 'closes': '18:0'}]"
LANO食堂,c0731ef8-3c46-4977-a077-244b16bb4b33,{'text': '<span>[本店免開統一發票] 本店使用豬肉原產地：台灣  本店使用牛肉原產地：美國 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (食品業者登錄字號：A-200156466-00001-8 / 公司名稱：LANO store)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '10:50', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '16:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '13:0'}]"
協力旺香雞排 大安興安店,0122ed9a-0a85-54d9-b133-5f4439c37dc0,{'text': '<span>[本店免開統一發票] (公司名稱：協力旺 興安店)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '15:30', 'closes': '21:30'}]"
麥寮赤肉羹,fae21237-1b3c-5468-9311-dfca64215d91,{'text': '<span>[本店免開統一發票] 本店豬肉來源:台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：麻辣Time)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '18:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '19:30'}]"
桶一天下 內埔店,14bad1b2-2ce2-5a92-831e-f20d0293d266,{'text': '<span>[本店免開統一發票] (公司名稱：桶一天下 內埔店)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '0:0'}]"
萬波 新營民權店,4a2a6927-30aa-529b-b03a-6d6bf6b78268,{'text': '<span>[本店開立紙本發票] (食品業者登錄字號：D-189004269-00000-9 / 公司名稱：晴龍安商行 / 統一編號：89004269)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '10:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '20:0'}]"
豪紀無骨戰鬥雞 竹南店,1d169b73-7b9d-5353-8b00-5a91520255c7,{'text': '<span>[本店免開統一發票] (公司名稱：豪紀無骨戰鬥雞 竹南店)</span>'},"['4e5fd464-0f9f-4e27-bf8b-b25ac9f539bc', '122435be-360b-45f7-815d-c54af3f8aa49', '1e5532b9-a521-4d23-a0a1-791baec81197', 'c30f418b-28fa-44d6-883c-0c08f21edafa', '7355e999-97ba-4802-af55-f6cf66862404']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '22:0'}]"
酥炸魷魚專売店,bbe31e66-645e-5336-b19d-1365fcfc2677,{'text': '<span>[本店免開統一發票] (食品業者登錄字號：O-200244440-00124-8 / 公司名稱：酥炸魷魚專売店)</span>'},"['ba100f89-3946-4257-ba32-32e29c5edc39', 'ca7f4777-a0db-40a4-ad58-55416d3a7c00', '9b7d870a-dc8d-48b3-8490-099064375158', 'c0a6bc4d-e50f-4ab8-8e97-663faedc429b']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '15:0', 'closes': '0:0'}]"
麥町吐司工房 楊梅新成店,ebcd2581-7eb8-5225-86f6-42a1d95b30ac,{'text': '<span>[本店免開統一發票] 本商家肉品原產地資訊標示於餐點描述中 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：諮銘早午餐 / 統一編號：92554317)</span>'},"['90d068b1-fcdf-4a83-8bb1-de66737b4408', '7653ea45-600e-4197-a1e7-317e1b4dbba7', '11d669ff-e30b-40b7-b679-c410db18e299', '8797916c-8d40-4f7a-ad39-6fa877f35e6a', '5fb80b49-2c1b-459a-917a-20c043faa1f6']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:0', 'closes': '12:55'}]"
台南紅燒花枝焿 後甲分店,9bfa6ed0-6602-581f-b679-fdab9b7b1b84,{'text': '<span>[本店免開統一發票] 本店豬肉來源:台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：台南紅燒花枝焿 後甲分店)</span>'},"['d4039b45-4936-5b86-b684-e82daf285ae3', 'b4578d12-5612-500f-b2d3-ce49f2b5673a', 'fcd81cc8-2609-5c5b-917f-72326b0bd338', '42927835-d534-56d8-a804-cee9fb36d7a2', 'ff55e9b7-3192-5d22-b848-9cf6c2cd26b4', 'a7161c76-9dde-5973-8599-5df2c18afd1a']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '20:0'}]"
金虎太子甘草芭樂,772a65d4-fc7d-511a-a6c5-c340640f9172,{'text': '<span>[本店免開統一發票] (食品業者登錄字號：G-200184216-00001-1 / 公司名稱：金虎太子甘草芭樂)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '16:0'}]"
一香麵食店,1312fab9-de3a-4ff3-a144-d8a8156de671,{'text': '<span>[本店免開統一發票] 本店使用台灣豬 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:30', 'closes': '20:10'}]"
楊記麻辣湯餃,8c6b16bc-7a95-5520-a903-8076352f6219,{'text': '<span>[本店免開統一發票] (食品業者登錄字號：H-200191255-00001-0 / 公司名稱：楊記迷你鍋物 / 統一編號：42171286)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '14:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:0'}]"
すき家 SUKIYA 三峽店,21700653-44dc-54f8-b09b-6b18c6aa9277,{'text': '<span>[本店開立紙本發票] (食品業者登錄字號：F-154181892-00332-9 / 公司名稱：台灣善商股份有限公司三峽門市 / 統一編號：82155038)</span>'},[],"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '5:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '10:30'}]"
三元手工早點 燒餅油條 豆漿,6d8d156e-1830-56cb-a38e-c486c96653af,{'text': '<span>[本店免開統一發票] (公司名稱：三元早點 / 統一編號：82533314)</span>'},"['fd7605ca-e70c-4e5f-9ea4-3b8032a98c71', '480d80cc-6243-4c45-8a18-285fedb36878', 'bb184c22-f737-4edb-b10b-cbfc4053ee9d', '6838f411-2c9f-4a36-a66d-e175e8033e67', 'f185cf4a-0fa3-4209-80f0-55e441996712']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '11:0'}]"
里歐歐式早午餐 東平店,3fa5b511-e068-59bf-af26-1ee68cba1676,{'text': '<span>[本店免開統一發票] 本商家肉品原產地資訊標示於餐點描述中 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：里歐歐式早午餐東平店)</span>'},"['750f63a4-2072-46ec-9775-b9a56e6e867e', 'aca3a8f2-b69a-42db-82ff-8fe894a3ac7c', '0bb3477e-823b-46cc-9fd3-3484efcc04aa', 'e5444425-df27-4bb7-8d23-b5eb7b25b225', '20dbf7cb-c546-4837-be63-508b1f98c2fb', '0cc062e4-a01c-406f-b69b-27f802d6d583', 'cd86e1d0-e469-4897-988a-719affc5ea96', '6eedcd06-58f5-4059-a5b9-b85d82be41a0', '29d7ae22-93b9-4b2b-8189-3138a75d93c8', '424f8093-7fca-436b-a727-13e42d393f2b', 'aae5790d-51cb-4205-9a84-cfd6d9f27722', '95ba6c76-53ba-4317-8d6f-5466dbc117de', '86df28aa-9e1c-49f5-bd0e-df0666412321', '21f399cb-eff2-485b-ae09-7624470a90a6']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '6:0', 'closes': '13:10'}]"
台南水交社老鄧牛肉麵,eafffe65-5e14-4cc4-985b-4e81b9e9929b,{'text': '<span>[本店免開統一發票] 本商家肉品原產地資訊標示於餐點描述中 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (統一編號：69721377)</span>'},"['75d553a4-5db8-4722-844f-0c8bb1157b1b', '01093393-3d72-41c4-8572-cea53aff7a46', 'b13798e6-c497-401f-b494-f8fc18273278', '04176094-99d2-4286-93a7-746e62dc04dc', '600c52f7-be53-47a2-ab78-47f2840c2e0c']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '20:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:15'}]"
萬華莊家班麻油雞 竹圍店,0a7cbe51-f77c-561a-b622-3edc83e626f9,{'text': '<span>[本店免開統一發票] (公司名稱：莊家班竹圍店)</span>'},"['464e818a-446b-4186-8066-c3bd62884c4a', 'd329b61f-2941-4f6c-ba12-a36335540770', '954cf1a3-da18-4b2f-8510-0965a2cdabff', '46a38eff-ac28-4ec2-9a47-b392a22a181e', '8e879a1c-f27d-467a-b55c-67be45c63041']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '0:20'}]"
臥籠崗包子,d6e5353b-7bd5-51b2-8b35-6503951b7a40,{'text': '<span>[本店免開統一發票] 本店豬肉來源:台灣 (上開肉品資訊是由我們所合作之商家合作夥伴所提供。如對上開資訊有任何疑問，請直接與商家合作夥伴聯繫) (公司名稱：唭哩岸豆漿店 / 統一編號：75060275)</span>'},"['58a62dfe-6ed0-4e79-a42b-f7bfac323fdd', '8fc7193a-4606-4d35-8038-2d2f4a5fb2ba', 'a12da85f-a74a-4f4c-a836-ea60d8d3f0b1', '4e9c3f56-adac-4c7b-8a48-3728a1314ed3', '3f6fc23e-5724-4814-879e-a165596f9e41', 'e45698d5-eb6d-4fa7-a5db-3eb4f7e9f9ee']","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:0', 'closes': '18:0'}]"
